date,Fairfax,Montgomery,Prince George's,Falls Church city,Arlington,Prince William,Loudoun,Alexandria city,Charles,Anne Arundel
2021-09-21,86689,78806,95330.0,505.0,17464.0,51483.0,32012.0,13439.0,13402.0,49479.0
2021-09-22,86917,78903,95489.0,507.0,17498.0,51621.0,32122.0,13467.0,13437.0,49580.0
2021-09-23,87134,79031,95666.0,507.0,17526.0,51773.0,32220.0,13480.0,13473.0,49734.0
2021-09-24,87356,79148,95840.0,510.0,17571.0,51906.0,32308.0,13513.0,13524.0,49858.0
2021-09-25,87356,79321,96052.0,510.0,17571.0,51906.0,32308.0,13513.0,13561.0,49989.0
2021-09-26,87356,79424,96183.0,510.0,17571.0,51906.0,32308.0,13513.0,13583.0,50089.0
2021-09-27,87809,79503,96289.0,514.0,17689.0,52169.0,32529.0,13585.0,13614.0,50184.0
2021-09-28,87942,79606,96416.0,517.0,17709.0,52270.0,32604.0,13605.0,13637.0,50235.0
2021-09-29,88176,79701,96539.0,517.0,17750.0,52447.0,32662.0,13625.0,13672.0,50344.0
2021-09-30,88328,79858,96717.0,518.0,17775.0,52588.0,32745.0,13650.0,13724.0,50484.0
2021-10-01,88464,79999,96924.0,519.0,17799.0,52702.0,32793.0,13674.0,13788.0,50597.0
2021-10-02,88464,80120,97028.0,519.0,17799.0,52702.0,32793.0,13674.0,13828.0,50737.0
2021-10-03,88464,80226,97145.0,519.0,17799.0,52702.0,32793.0,13674.0,13864.0,50861.0
2021-10-04,88852,80323,97246.0,524.0,17906.0,52972.0,32954.0,13754.0,13886.0,50965.0
2021-10-05,88896,80416,97306.0,524.0,17926.0,53021.0,33017.0,13761.0,13910.0,51012.0
2021-10-06,89102,80499,97428.0,524.0,17967.0,53151.0,33084.0,13790.0,13945.0,51121.0
2021-10-07,89287,80649,97559.0,526.0,18004.0,53250.0,33122.0,13814.0,13985.0,51244.0
2021-10-08,89473,80743,97665.0,530.0,18046.0,53386.0,33175.0,13850.0,14009.0,51358.0
2021-10-09,89473,80858,97786.0,530.0,18046.0,53386.0,33175.0,13850.0,14039.0,51473.0
2021-10-10,89473,80969,98115.0,530.0,18046.0,53386.0,33175.0,13850.0,14087.0,51564.0
2021-10-11,89473,81056,98202.0,530.0,18046.0,53386.0,33175.0,13850.0,14101.0,51623.0
2021-10-12,89944,81079,98280.0,535.0,18161.0,53712.0,33350.0,13938.0,14112.0,51649.0
2021-10-13,90083,81193,98403.0,536.0,18195.0,53809.0,33414.0,13971.0,14140.0,51746.0
2021-10-14,90234,81296,98498.0,539.0,18235.0,53952.0,33482.0,13987.0,14159.0,51881.0
2021-10-15,90382,81389,98612.0,540.0,18265.0,54059.0,33536.0,14019.0,14188.0,51963.0
2021-10-16,90382,81458,98717.0,540.0,18265.0,54059.0,33536.0,14019.0,14223.0,52043.0
2021-10-17,90382,81538,98827.0,540.0,18265.0,54059.0,33536.0,14019.0,14246.0,52122.0
2021-10-18,90793,81608,98898.0,542.0,18354.0,54279.0,33659.0,14070.0,14275.0,52158.0
2021-10-19,90936,81669,98955.0,541.0,18367.0,54348.0,33715.0,14090.0,14289.0,52222.0
2021-10-20,91057,81742,99034.0,545.0,18392.0,54470.0,33766.0,14119.0,14310.0,52305.0
2021-10-21,91190,81819,99120.0,543.0,18415.0,54568.0,33816.0,14132.0,14338.0,52416.0
2021-10-22,91314,81884,99204.0,543.0,18449.0,54635.0,33870.0,14148.0,14365.0,52486.0
2021-10-23,91314,81964,99266.0,543.0,18449.0,54635.0,33870.0,14148.0,14400.0,52600.0
2021-10-24,91314,82039,99336.0,543.0,18449.0,54635.0,33870.0,14148.0,14420.0,52663.0
2021-10-25,91545,82088,99381.0,544.0,18525.0,54805.0,34005.0,14194.0,14436.0,52712.0
2021-10-26,91628,82146,99449.0,544.0,18539.0,54842.0,34035.0,14211.0,14449.0,52763.0
2021-10-27,91747,82213,99544.0,545.0,18572.0,54913.0,34074.0,14231.0,14460.0,52847.0
2021-10-28,91844,82321,99642.0,545.0,18594.0,55000.0,34125.0,14255.0,14483.0,52963.0
2021-10-29,91963,82416,99732.0,545.0,18624.0,55079.0,34176.0,14277.0,14506.0,53046.0
2021-10-30,91963,82524,99831.0,545.0,18624.0,55079.0,34176.0,14277.0,14522.0,53125.0
2021-10-31,91963,82583,99888.0,545.0,18624.0,55079.0,34176.0,14277.0,14533.0,53175.0
2021-11-01,92128,82626,99928.0,563.0,18674.0,55241.0,34266.0,14331.0,14545.0,53214.0
2021-11-02,92182,82684,99992.0,572.0,18695.0,55280.0,34300.0,14342.0,14552.0,53261.0
2021-11-03,92312,82747,100068.0,572.0,18722.0,55344.0,34355.0,14363.0,14571.0,53332.0
2021-11-04,92377,82841,100138.0,579.0,18739.0,55422.0,34408.0,14378.0,14584.0,53426.0
2021-11-05,92427,82941,100221.0,589.0,18766.0,55478.0,34455.0,14400.0,14599.0,53511.0
